611,1216,692,1323,156,179,971.86,1.0518,157.51,393.37,1362.4,155.5,-1.0509,277,539.71,1184.5,156,1.1402,145,692,1323,179,-0.32685,916,571.59,1409.9,163.5,-0.95852,757
633,1325,714,1481,140,171.5,953.65,1.0999,155.38,412.78,1491.4,155.5,-0.70206,236,554.18,1280.6,163.5,1.1175,120,714,1481,171.5,-1.0135,859,434.57,1559.2,163.5,-0.29695,319
576,1282,708,1447,156,148,1073.1,1.1844,154.62,366,1481.9,148,-0.60153,225,525.27,1248,148,0.20675,109,708,1446.5,148,-0.1563,887,435.94,1555,163.5,-1.2855,307
643,1306,796,1542,148,194.5,1247.2,1.3873,158.6,413,1516.9,163.5,-0.75233,226,594.8,1283.6,163.5,1.389,93,796,1542,194.5,0.052603,891,465.64,1625.3,163.5,-1.2798,308
726,1368,811,1522,155.5,155.5,1253.9,1.4072,156.96,471.23,1531.5,163.5,-1.1548,244,642.11,1322.3,155.5,1.217,111,811,1522,155.5,-0.2568,884,682.37,1641,155.5,-0.82255,741
683,1407,793,1599,163.5,179,1194.9,1.3517,157.43,423.8,1588.3,163.5,-1.085,254,632.75,1382.5,156,1.2668,121,793,1599,179,-0.31654,877,464.98,1687.2,163.5,-0.53311,353
676,1419,822,1546,163.5,171.5,1307,1.511,158.52,456.7,1631.8,155.5,-0.67973,269,633.15,1389.5,163.5,0.54254,137,822,1546,171.5,-1.3459,858,535.91,1732.2,163.5,-0.405,352
678,1448,778,1606,155.5,202.5,1161.1,1.1909,161.81,462.18,1642,163.5,-1.2004,277,612.35,1417.5,163.5,1.1383,145,778,1606,202.5,-0.41043,967,499.25,1713.8,155.5,-0.40523,376
686,1435,779,1555,148,155.5,1168.6,1.2314,159.32,470,1620.6,155.5,-0.64639,259,642.81,1405.7,163.5,0.52586,127,779,1555,171.5,-0.17277,939,517.26,1697.4,155.5,-0.44869,342
706,1456,801,1543,148,179,1233.6,1.2757,159.37,474.8,1602.6,163.5,-1.3672,286,633.84,1404.7,163.5,1.0372,154,801,1543,179,-0.2201,959,532.9,1709.7,155.5,-0.43686,386
708,1445,788,1628,148,171.5,1143,1.2478,159.7,491,1660.9,163.5,-0.91349,243,649.3,1422,171,0.15158,110,788,1628,171.5,-0.22035,906,538.35,1745.7,163.5,-0.30917,326
