392,1714,615,1303,179,163.5,563.59,1359.6,163.5,246,160,731,577,645,970,155.5,156,675.09,725.58,186.5,108,283,1186.5,334.35
339,1706,606,1243,186.5,163.5,543.16,1296.7,163.5,332,167,764,472,632,896,171.5,148,706.82,615.83,163.5,159,357,1305.1,347.97
363,1713,544,1289,210,163.5,396.79,1547.6,163.5,202,373,828,458,643,849,179,148,769.57,559.26,163.5,186,406,1338.4,451
314,1701,569,1247,210,163.5,458.68,1402,171.5,327,305,857,394,655,851,171.5,155.5,767.05,565.87,179,220,429,1415.3,405.23
527,1658,643,1272,202.5,210,586.65,1391.7,171.5,285,288,557,416,607.19,854.19,171.5,171.5,560.85,496.37,155.5,127,454,1242.4,419.34
277,1705,531,1278,179,187,350.9,1520.2,202.5,255,312,857,384,654,828,187,148,702.87,704.68,202.5,336,221,1442.7,466.51
284,1656,504,1247,210,171.5,484.92,1266.2,171.5,411,104,913,357,672,796,163.5,155.5,757.04,621.06,163.5,255,278,1443.3,481.27
284,1683,480,1326,210,171.5,390.03,1471,171.5,241,308,900,413,691,801.48,163.5,140,777.85,620.21,163.5,233,324,1411.5,565.37
247,1722,493,1332,194.5,155.5,462.77,1351.4,202.5,541,151,906,354,668,798,155.5,163.5,776.78,565.13,218,232,458,1518.5,559.41
271,1748,518,1342,187,155.5,397,1560.6,226,293,458,901,353,674,805,155.5,171.5,777.8,575.19,226,276,465,1530.7,559.2
301,1714,531,1309,194.5,179,472.38,1384.4,163.5,391,333,848,418,682,824,163.5,148,815.03,484.94,163.5,137,588,1406.7,507.96
271,1723,519,1305,179,179,394.46,1481.1,171.5,319,365,874,368,702,821,155.5,163.5,759.49,624.37,163.5,318,398,1483.1,517.44
277,1748,522,1351,187,202,391.26,1516.5,194.5,243,323,895,393,728.91,760,171.5,171.5,818.41,542.18,210,193,381,1489.3,626.17
278,1741,527,1340,187,187,372.71,1545.9,194.5,226,387,911,365,694.77,793.23,140,132,765.96,616.27,210,254,362,1514.6,571.93
287,1742,533.29,1334,179,163.5,371.71,1555.6,202.5,278,379,901,368,711,807,155.5,163.5,810.92,557.16,202.5,245,413,1504.9,556.16
274,1724,531,1347,179,194.5,394.7,1531.1,155.5,254,387,902,369,698.75,808.25,140,155.5,779.3,615.86,155.5,262,387,1493.5,564.27
274,1757,539,1340,187,187,456.9,1446.2,194.5,387,321,896,388,693,820,179,155.5,780.92,617.92,210,288,387,1503.7,542.32
287,1781,562,1342,171,171.5,404.48,1552.7,187,270,412,917,368,724,810.24,155.5,155.5,807.79,568.33,194.5,246,435,1547.1,555.89
287,1768,558,1342,171,171.5,319.58,1684.4,202.5,148,551,916,358,746,791,163.5,155.5,780.15,680.93,202.5,397,295,1543.9,582.19
305,1781,552,1355,194.5,163.5,391.23,1565.7,163.5,239,485,895,365,733,811,163.5,202.5,809.12,559.2,155.5,230,518,1534,573.32
333,1712,553,1332,179,171.5,454.17,1466.9,163.5,247,318,888,411,764,774,171.5,148,814.65,606.28,163.5,197,376,1414.4,596.24
303,1769,523,1337,202,163.5,454.66,1428.7,163.5,341,252,882,343,736,772,163.5,155.5,823.85,478.4,163.5,159,443,1539.1,603.82
270,1769,484,1381,171,155.5,319.79,1648.6,187,183,449,903,339,726,752,163.5,171.5,823.38,492.12,210,194,424,1563.8,673.95
302,1730,512,1352,202.5,163.5,390.84,1513.5,171.5,244,381,876,353,723,761,171.5,171.5,764.43,624.53,155.5,318,341,1491.8,627.54
291,1750,511,1355,210,163.5,392.52,1524.8,163.5,277,448,884,361,728,757,163.5,163.5,730,756.98,171.5,648,117,1510.3,636.15
392.82,1713.6,615.87,1289.3,178.81,164.11,580.76,1351.3,165.16,243.95,169.91,730.23,574.99,656.99,980.71,158,157,682.77,754.25,188.04,116.99,247.89,1163.9,347.26
331.66,1722.3,593.29,1248.4,187.13,162.37,573.16,1283.9,157.83,323.41,163.11,771.76,475.9,630.51,887.64,168.65,153.86,723.85,639.87,146.21,152.99,363.96,1283.6,364.86
359.44,1702.4,542.25,1285.6,214.23,163.45,373.14,1560.9,155.59,206.12,379.55,806.09,428.77,635.29,856.09,178.4,143.96,777.78,584.09,161.75,159.63,421.71,1327.8,460.4
327.17,1703.3,553.5,1241.5,211.33,165.67,460.59,1394.3,169.73,312.61,355.51,879.97,385.57,649.36,860.67,169.55,153.35,767.95,576.25,183.56,211.4,451.19,1376,401.37
544.4,1650.3,636.3,1264.1,190.2,212.59,579.36,1414,163.35,279.94,275.68,579.94,402.53,602.36,865.92,169.32,168.07,554.72,510.07,161.57,142.76,473.23,1230.2,430.74
290.2,1699,538.24,1285.3,173.5,184.33,360.06,1483.6,198.47,258.86,306.08,855.13,375.93,663.09,833.78,189.43,151.81,711.32,693.13,200.66,332.58,209.42,1424.2,520.1
276.26,1659.7,520.3,1246,207.26,166.77,487.76,1299.4,169.04,366.12,91.825,924.78,347.38,660.79,795.53,163.68,153.62,733.22,623.37,166.52,293.03,278.65,1424.3,523.77
266.3,1692.1,484.63,1311.6,205.73,170.01,380.12,1452.7,164,202.22,296.99,876.64,407.67,695.55,803.15,165.49,142.53,778.44,600.5,164.88,211.39,332.12,1403.9,564.09
252.5,1723.4,493.93,1352.1,195.01,159.13,432.35,1357.3,205.03,519.43,146.39,916.96,347.8,677.74,801.5,156.57,157.96,790.12,569.35,223.35,239.77,463.08,1546.5,589.82
278.25,1758.9,528.23,1338.8,187.5,156.72,376.57,1548.9,227.37,294.61,474.54,898.54,361.3,665.66,796.45,158.02,165.36,774.58,595.25,237.4,306.4,512.75,1530.5,545.86
266.5,1706.2,537.94,1311.5,192.21,180.4,462.18,1402.3,160.68,395.1,335.36,878.83,436.13,685.24,830.37,157.42,151.36,823.19,465.6,158.21,114.29,550.24,1416.8,515.5
271.33,1725.8,495.65,1308.3,182.86,177.42,389.86,1445.6,165.24,304.22,344.67,855.65,348.62,685.97,808.67,152.75,165.5,761.93,620.7,175.69,316.52,418.14,1521,520.55
305.78,1743.6,504.92,1338.9,184.4,199.27,411.05,1489.8,193.26,269.53,367.15,933.56,415.13,735.67,737.93,171.04,172.44,826.69,516.43,211.24,160.93,408.92,1505.6,642.58
275.41,1734.7,519.05,1351.3,185.86,194.4,362.7,1586.8,193.75,248.9,363.76,911.38,381.2,683.88,795.16,140.94,135.26,758.97,626.92,205.36,229.42,348.1,1517.7,545.81
278.15,1720,524.96,1336.3,176.79,163.13,377.97,1531.2,192.74,274.42,370.17,909.54,369.18,718.82,809.29,158.59,163.73,834.56,578.78,197.8,206.79,424.67,1530.9,569.58
260.16,1730.3,515.74,1348.3,176.04,194.38,409.94,1513.7,161.37,321.23,389.14,929.78,388.95,702.96,810.8,138.28,155.97,784.91,635.94,156.18,237.32,384.91,1546.8,567.89
249.13,1772.6,532.53,1352.5,187.18,186.03,460.8,1447.8,196.46,379.62,276.04,917.14,391.09,689.01,840.53,177.37,152.55,782.92,599.91,210.8,297.71,362.68,1491.3,549.39
280.28,1785.2,553.12,1343.5,166.39,171.75,405.91,1532.7,179.12,289.88,385.03,900.21,355.12,709.65,824.52,154.73,155.53,790.95,555.88,196.88,239.66,437.37,1567.4,533.77
291.14,1779.5,568.49,1326.1,169.97,170.36,309.3,1688.1,211.39,146.73,516.43,898.46,372.24,758.91,812.59,165.37,151.79,777.42,679.14,207.3,412.39,334.26,1524.5,573.73
291.49,1781.5,546.18,1354.9,197.24,159.78,405.39,1595.1,162.81,204.13,413.8,877.46,393.18,734.48,813.55,163.79,199.5,788.67,552.27,157.6,257.13,508.61,1504.1,540.12
336.48,1701.7,540.83,1342.8,181.69,173.26,481.58,1468.6,156.88,285,375,908.6,401.23,780.26,784.52,174.53,146.39,810.56,597.01,157.55,206.57,390.77,1398.2,580.46
313.82,1761.7,519.03,1348.2,195.57,168.63,462.66,1471.8,159.34,319.5,232.48,879.4,330.36,736.08,765.15,161.42,155.97,806.47,434.07,159.49,179.47,416.61,1537.3,582.96
261.85,1762.3,477.47,1383.4,172.34,156.16,324.96,1612.3,188.18,184.49,471.45,894.48,353.37,708.76,749.32,164.61,176.9,822.47,503.31,205.6,213.93,402.31,1516.9,666.43
308.76,1739.2,514.5,1336.3,200.99,160.85,394.8,1506.4,165.03,282.83,381.46,877.58,352.7,739.39,740.76,172.54,172.77,766.58,620.41,152.07,380.23,311.84,1453.6,631.17
298.77,1746,508.79,1365.1,211.49,163.7,409.92,1503,161.37,289.99,421.43,903.85,343.78,725.17,757.81,159.07,164.87,723.15,769.16,173.56,667.99,83.234,1508.9,654.39
377.32,1712.5,600.95,1321,177.98,157.72,562.74,1389,163.65,248.97,171.55,711.25,557.79,635.33,989.62,160.79,156.65,688.02,742.18,177.06,93.765,296.41,1202.4,337.2
343.03,1702.1,598.84,1249.8,186.98,161.03,573.49,1322.7,157.14,313.29,124.52,775.36,463.92,631.15,886,170.26,151.66,703.99,613.94,160.41,213.51,356.65,1347,315.97
377.92,1705,539.86,1286,210.12,167.27,395.19,1508.5,155.95,227.74,379.67,848.9,452.34,652.13,854.09,180.88,138.74,771.68,560.24,156.62,216.08,382.52,1340.4,448.67
327.2,1697.3,574.5,1259.6,207.86,161.03,441.93,1408.2,171.67,346.97,325.39,852.99,390.8,654.15,836.56,174.76,155.48,756.85,583.67,181.49,242.53,391.35,1421.6,409.16
505.1,1644.5,635.04,1274.7,198.25,210.96,586.37,1367.6,178.97,270.61,287.85,547.05,417.32,618.75,861.8,170.58,170.66,577.84,491.57,152.1,72.279,457.61,1204.7,413.36
287.05,1703.7,525,1257.5,177.64,186.23,322.02,1516.1,206.23,228.03,302.39,891.55,376.93,649.17,829.54,190.9,146.42,703.61,712.24,210.72,302.58,237.84,1431.7,473.51
281.68,1654.4,506.44,1245.7,217.27,172.49,506.08,1267.4,176.21,431.3,104.69,911.35,362.47,676.24,784.26,164.7,155.99,749.5,608.45,162.82,236.46,295.04,1407.6,500.3
302.97,1676.1,474.64,1326.7,206.93,173.01,370.1,1513.7,179.56,253.3,252.17,907.3,418.94,694.2,807.37,159.49,141.8,771.38,610.87,154.69,224.35,321.97,1408,531.1
259.76,1727.3,481.29,1337.2,194.51,153.72,467.5,1360.6,200.32,541.73,184.19,899.33,343.36,654.42,812.64,154.23,162.54,802.5,574.65,218.46,197.37,496.79,1499.8,528.12
266.21,1739.2,512.72,1340.5,183.17,147.93,412.38,1544.2,223.15,298.16,467.14,910.72,357.75,668.94,803.17,155.11,171.56,784.99,571.47,230.16,293.29,469.35,1499.9,545.88
304.7,1711.9,524.51,1319.9,198.35,182.64,480.51,1405.2,168.45,405.09,347.71,824.57,403.84,691.74,813.59,165.22,142.44,820.98,457.44,160.62,123.2,578.52,1406.6,517.17
278.02,1727.4,525.59,1292.7,181.6,177.01,400.75,1503,168.28,310.28,382.5,874.41,378.41,690.97,808.05,157.42,159.74,764.25,614.92,167.08,313.63,400.48,1463,524.87
243.2,1749.8,524.12,1373.7,187.53,203.01,376.71,1519.9,204.38,274.41,330.66,878.02,390.3,727.43,745.62,173.38,170.24,824.84,593.28,211.97,178.52,366.5,1519.6,618.53
269.57,1721,532.21,1352.5,186.84,190.45,371.78,1602,198.5,233.01,424.9,907.33,374.09,685.32,797.85,136.1,131.43,772.64,624.93,212.23,251.67,378.18,1567.9,584.4
281.57,1735.6,528.9,1331.7,183.89,159.64,387.37,1551.4,199.65,262.51,349.1,914.22,355.46,701.5,810.93,151.39,159.9,811.01,560.94,200.6,281.23,449.64,1508.6,600.85
258.28,1720.6,551.18,1349.7,180.91,198.97,381.85,1519.7,153.82,244.02,385,939.56,378.87,689.82,799.17,143.62,151.52,803.51,608.67,154.76,213.68,411.48,1500.2,541.07
243.34,1752.4,540.04,1331.9,186.99,189.64,436.1,1459.9,196.84,417.41,349.97,887.34,384.51,700.98,828.73,181.22,157.57,777.54,585.97,209.22,262.62,392.84,1456.9,524.13
298.54,1769.7,553.23,1333.4,171.45,171.94,392.73,1520.1,190.2,256.86,411.61,927.22,367.08,724.06,797.9,156.61,155.95,795.86,570.72,193.75,233.57,402.97,1582.9,516.54
278.57,1767.6,545.38,1342.7,176.09,170.22,333.96,1674.1,207.75,126.56,568.18,907.24,354.57,749.63,808.23,167.67,160.14,774.31,626.86,194.05,411.65,280.02,1529,585.06
321.1,1779.6,552.94,1364.1,196.14,167.79,386.61,1552.2,165.03,262.34,441.71,896.71,373.47,727.62,786.36,168.48,204.34,825.85,542.99,155.39,202.99,527.49,1543.3,590.41
319.84,1722.7,549.12,1340.6,179.89,173.09,457.92,1501,158.94,253.45,327.32,941.34,433.76,762.79,770.83,169.42,144.07,825.7,580.72,156.59,183.15,374.2,1409.6,588.25
