679,1450,795,1674,148,171,1540.8,1.749,158.48,389.64,1719.4,163.5,-0.72625,226,634.33,1436.5,163.5,0.04254,77,795,1674,171,-0.26291,873,456.93,1809,163.5,-0.20303,326
686,1444,858,1638,155.5,194.5,1534,1.7531,159.56,431.57,1736.2,163.5,-0.86407,246,640.16,1424,163.5,1.2075,97,858,1638,194.5,-1.2761,868,498.75,1803.8,163.5,-0.34238,329
713,1454,786,1639,148,171.5,1560.1,1.7144,161.5,395.38,1715.5,163.5,-0.78882,236,643.94,1442,163.5,1.4739,88,786,1639,171.5,-0.12741,900,442.91,1824.7,163.5,-1.2577,336
683,1474,795,1680,163.5,187,1398.4,1.5712,159.76,409.45,1728.7,163.5,-0.81629,243,632.11,1456.4,155.5,1.3972,94,795,1680,187,-0.18891,883,497.68,1845,155.5,-1.2279,342
697,1473,783,1670,163.5,202,1461.9,1.6082,160.63,428.79,1685.9,163.5,-0.7453,235,632.3,1453.6,155.5,1.3764,86,783,1670,202,-0.311,901,478.71,1810,156,-0.1955,351
695,1516,726,1722,155.5,202,1325.2,1.3964,163.6,407,1729,171.5,-0.74812,275,615.72,1473.8,171,1.2136,126,726,1722,202,-0.45619,941,464.1,1811,163.5,-0.21936,391
672,1475,791,1645,163.5,186.5,1389.5,1.4384,160.89,409,1720.3,179,-0.8683,257,620.48,1467,171,0.084838,108,791,1645,186.5,-1.2254,957,461.84,1834.2,163.5,-1.3869,373
696,1547,752,1706,156,179,1258.9,1.2379,159.51,459.7,1765.8,163.5,-1.0818,314,623.58,1504,163.5,1.0866,149,752,1706,179,-0.41901,1009,487.56,1822.2,156,-1.0518,397
706,1520,795,1684,148,163.5,1240.4,1.369,160.24,447.49,1692.2,163.5,-0.56178,236,653.02,1504.6,163.5,1.4233,87,795,1684,163.5,-0.13705,899,493.64,1803.6,156,-0.14657,352
707,1521,825,1727,148,148,1331.6,1.3771,158.43,448.38,1741.5,163.5,-1.1284,271,645.9,1500,156,0.28278,122,825,1727,148,-0.41292,959,504.54,1840.5,163.5,-0.47994,370
685,1549,782,1693,156,163.5,1262.7,1.3085,160.23,445.85,1738.2,163.5,-0.80645,267,597.75,1500.5,156,1.1439,134,782,1693,163.5,-0.30889,957,474.75,1828.1,163.5,-0.26251,366
687,1510,774,1704,148,186.5,1264.7,1.357,160.29,458.95,1736.6,163.5,-0.92343,240,637.83,1491,156,1.4731,91,774,1704,186.5,-1.0623,923,492.32,1813.9,156,-1.263,340
732,1542,845,1675,156,194.5,1280.4,1.2804,158.89,484,1729.3,163.5,-0.97273,257,667.28,1526,163.5,1.3625,125,845,1675,194.5,-0.18093,991,537.57,1828,163.5,-1.2243,373
718,1517,763,1743,155.5,163.5,1283.8,1.329,159.39,478.35,1721.1,171,-0.77242,246,679.84,1503.2,163.5,1.4162,98,763,1743,163.5,-0.15857,958,518.77,1825.6,163.5,-0.20463,362
722,1578,799,1743,155.5,187,1057.1,1.2108,159.8,509.38,1734.9,163.5,-1.1509,267,648.21,1525.6,171,0.70968,152,799,1743,187,-0.4824,865,552.5,1804,156,-0.32081,367
616.98,1250.1,657.37,1389.3,155.24,180.75,1134.3,1.3502,159.64,388.54,1415.1,165.47,-0.62813,272.49,529.65,1178.2,164.62,0.31672,130.76,675.3,1371.2,168.12,-1.0788,834.61,406.28,1463,155.53,-0.19153,372.65
610.59,1295.4,687.32,1507.4,161.31,181.38,1105.9,1.422,156.76,390.42,1523.9,155.37,-0.80361,239.19,570.95,1212.1,164.86,0.22349,113.24,679.91,1488.1,141.18,-0.25846,777.4,624.3,1552.7,157.28,-0.89752,700.54
631.98,1334.1,737.41,1475.2,155.36,191.46,1179.3,1.5638,158.93,405.01,1544.6,156.05,-0.74862,224.58,596.19,1264.9,158.19,1.0954,85.498,740.6,1501.8,197.31,-0.13792,738.03,458.88,1577.8,164.01,-0.38531,280.58
628.98,1350.2,698.26,1531.1,148.59,166.7,1108.5,1.5393,156.49,400.46,1578.5,162.14,-0.69466,207.32,598.81,1305.7,150.22,1.2618,85.417,672.14,1582.6,165.54,-0.40259,759.8,446.4,1669.4,155.02,-0.39912,290.06
597.06,1371.8,701.31,1599.1,162.27,150.58,1228.4,1.6326,156.45,374.95,1598.3,158.12,-0.61773,207.58,580.52,1353.7,164.7,1.3436,73.81,691.44,1544.5,145.57,-0.21893,687.74,609.75,1673,170.25,-0.76132,611.86
631.7,1356.7,757.35,1522.7,140.12,171.01,1223.4,1.7343,156.17,404.64,1578,171.57,-0.7485,190.92,602.03,1341.9,154,1.2722,67.993,737.4,1524.6,171.4,-0.29542,670.44,474.47,1643.7,163.03,-0.28518,241.02
612.87,1405.6,767.88,1551.6,154.91,151.82,1417.2,1.7639,158.08,333.79,1575.1,154.91,-0.81895,209.7,563.31,1413.5,163.56,1.4684,77.669,745.71,1549.9,164.56,-0.059483,772.38,444.86,1729.2,166.3,-0.068185,318.98
662.48,1403.2,738.52,1598.7,162.79,166.95,1395.8,1.6207,159.2,385.17,1684.5,153.15,-0.69533,260.69,613.19,1396.5,154.07,1.3927,123.5,754.82,1655.5,157.71,-0.37541,910.54,425.58,1767.9,155.44,-0.58361,341.43
674.27,1438.8,808.3,1627.6,164.79,186.5,1568.5,1.866,161.69,358.78,1712.6,162.53,-0.80263,237.11,610.07,1460.4,165.23,1.2512,87.082,843.54,1605.7,188.98,-0.37367,868,398.04,1810.7,170.76,-0.375,306.92
694.44,1458.4,803.1,1617.8,164.85,159.58,1499.7,1.7558,159.88,378.09,1781,170.06,-0.58875,244.18,620.73,1437.8,157.94,1.3138,95.676,788.16,1678.7,164.36,-0.54657,824.56,426.32,1827.2,163.27,-0.41542,332.8
681.18,1428.3,791.53,1638.5,149.9,171.98,1579.8,1.7764,158.11,393.76,1687.1,162.81,-0.71355,217.48,635.26,1438.7,160.7,0.27755,77.68,801.63,1660.5,172.33,-0.26261,869.35,453.42,1821.9,165.27,-0.21361,264.67
675.43,1433.9,857.55,1642.2,153.71,196.52,1580.1,1.7693,159.04,428.02,1722.1,163.99,-0.84579,253.17,626.2,1455.4,164.67,1.203,100,864.77,1654.7,194.48,-1.1928,852.89,500.79,1822.4,161.47,-0.13088,313.42
720.82,1424.9,796.9,1611.2,147.78,165.85,1581.1,1.6824,160.81,386.84,1706.9,164.67,-0.86916,236.01,653.31,1469,163.02,1.5898,81.335,790.38,1610.5,172.66,-0.16751,904.74,440.51,1867.2,164.8,-1.296,352.04
687.42,1474.4,821.23,1671.4,164.58,194.22,1386.8,1.5457,160.55,418.56,1707.8,163.72,-0.82298,245.41,614.33,1439.8,154.83,1.3093,88.339,797.26,1712.3,185.96,-0.23237,925.72,500.47,1803.7,154.66,-1.4744,344.56
696.18,1497.8,767.64,1686.7,161.37,193.69,1448.1,1.5588,160.28,434.66,1671,163.62,-0.74456,229.28,627.66,1469.8,154.25,1.4456,92.771,797.67,1622.5,195,-0.33567,883.18,479.31,1821.4,155.68,-0.11941,340.06
691.17,1510.4,715.28,1741.9,158.68,195.68,1338.9,1.4439,164.02,412.59,1686.3,172.03,-0.78117,273.75,616.51,1449.4,172.77,1.46,116.05,712.27,1728.9,199.59,-0.46963,980.62,472.69,1809.7,164.29,-0.36521,383.77
666.95,1486.1,790.09,1678.3,163.88,191.23,1424.6,1.4371,161.11,415.7,1717.8,182.73,-0.86918,258.95,620.16,1429.6,171.54,0.23709,110.53,810.29,1654.1,187.47,-1.1397,947.54,453.75,1816,162.4,-1.2498,350.09
695.78,1550.6,752.01,1684.3,155.1,180.26,1295.4,1.2066,158.86,469.57,1754.3,163.97,-1.1049,315.06,639.47,1518.5,163.33,1.0053,154.55,760.09,1688.3,180.07,-0.41768,995.75,486.04,1839.5,156.5,-1.0097,382.2
698.57,1547.1,796.26,1702.5,149.7,161.84,1161,1.4013,161.09,457.17,1704,163.7,-0.52835,247.36,653.49,1466.7,164.08,1.305,76.842,781.44,1663.2,166,-0.17746,911.39,496.75,1803.5,155.91,-0.18245,339.63
702.25,1517.5,821.31,1734,148.62,148.04,1329.9,1.3528,158.66,448.71,1742.8,165.72,-1.1503,267.04,640.72,1453.2,157.42,0.28894,121.26,838.09,1740.1,157.18,-0.35978,973.42,499.71,1869.6,161.86,-0.58211,366.05
671.2,1555.5,796.39,1720,156.18,166.33,1226.5,1.3298,161,441.45,1761.8,163.63,-0.7563,266.05,602.7,1499.2,154.78,1.1164,127.34,795.95,1670.7,156.66,-0.42313,962.69,478.35,1803.1,163.72,-0.06888,378.47
682.19,1565.1,763.27,1708.7,146.88,183.14,1247,1.4291,160.43,457.87,1772.5,162.55,-0.92507,245.29,627.65,1521.4,154.89,1.4659,91.51,794.14,1703.4,189.31,-1.0121,893.17,469.57,1793.4,156.68,-1.2308,339.55
725.57,1567.6,847.41,1692.6,153.09,198.09,1345.4,1.325,158.97,496.1,1732,164.81,-0.93831,263.02,671.88,1552.7,164.46,1.5101,122.61,840.04,1614.3,195.06,-0.19822,976.95,543.45,1838.5,164.25,-1.2753,371.31
723.36,1496.1,774.68,1767.5,153.91,166.2,1254.7,1.3214,158.96,466.64,1693.7,170.5,-0.68461,233.46,681.96,1470.4,165.72,1.4419,88.638,782.33,1698.2,163.34,0.020565,940.35,524.69,1804.1,162.84,-0.27708,344.27
735.51,1603,803.43,1734.1,154.43,186.83,993.97,1.2054,159.81,503.86,1740.3,163.78,-1.1484,264.51,644.89,1526.4,172.75,0.90282,155.5,802.11,1742,184.14,-0.53673,854.58,552.49,1806.9,155.98,-0.33961,387.76
622.19,1186.6,662.75,1416.7,154.96,181.41,1122.1,1.3991,159.01,402.83,1385.8,163.28,-0.67453,259.47,546,1212.7,164.07,0.26053,137.53,655.17,1403.1,165.72,-1.0932,795.28,416.8,1475.6,154.63,-0.16542,330.73
621.25,1243.7,682.17,1498.3,164.14,177.66,1106,1.4867,157.73,401.45,1520.7,154.7,-0.84944,239.69,554.17,1238.7,162.63,0.46008,120.54,698.21,1513.5,147.73,-0.29895,792.47,619.24,1554.4,155.32,-0.82598,697.71
627.04,1332,744.49,1477.1,160.57,191.57,1253.1,1.7034,158.82,407.35,1582.3,155.64,-0.64634,221.08,589.27,1298.3,155.98,1.5083,78.019,734.1,1502.9,187.94,-0.21736,770.13,421.51,1613.9,163.92,-0.44691,261.59
644.5,1335.4,695.67,1525.2,148.16,160.65,1168.2,1.4794,156.6,393.06,1577.6,164.34,-0.62432,219.24,591.99,1326.3,147.17,1.3953,85.435,675.02,1536.9,167.95,-0.13641,757.72,462.7,1672.8,153.09,-0.45714,284.63
621.04,1351.8,684.69,1594.2,163.42,142.39,1192.5,1.5831,156.57,361.96,1635.2,157,-0.59257,202.22,570.4,1356.1,163.6,1.2554,75.718,695.46,1581.7,150.87,-0.23038,721.24,604.63,1659.6,171.78,-0.75565,648.33
630.99,1397,763.09,1548.4,141.42,177.38,1193.9,1.7961,156.3,400.63,1568,171.19,-0.85172,186.31,607.25,1343.6,158.26,1.2725,88.994,755.08,1541.8,178.31,-0.36478,714.01,459.17,1669.3,162.94,-0.28238,298.36
609.04,1425,756.74,1578.8,152.92,146.04,1390.1,1.7419,157.56,362.2,1618.9,154.17,-0.80478,219.71,554.95,1381.2,163.24,1.5653,78.362,749.89,1572,156.72,-0.19032,798.17,443.62,1749,164.44,-0.40165,315.64
667.31,1438.7,758.21,1626.4,165.36,158.51,1441.9,1.5178,159,387.54,1685.4,154.31,-0.67992,264.62,607.34,1409.2,154.98,1.3575,111.01,756.85,1584.4,166.41,-0.18775,853.29,427.67,1763.8,155.49,-0.57653,362.17
671.92,1427.8,809.42,1640.6,162.1,179.33,1601.1,1.8839,160.27,346.5,1691.1,163.91,-0.77967,225.39,590.33,1400.8,165.43,1.5581,85.763,823.7,1617.8,182.24,-0.29243,857.86,428.5,1791.8,170.48,-0.30136,366.97
701.75,1527.3,779.92,1665,164.44,158.31,1468.4,1.7707,159.81,374.32,1746,168.43,-0.62968,251.43,624.18,1463.4,156.72,1.305,98.501,795.66,1607.4,171.19,-0.35322,859,427.04,1810.1,164.09,-0.35264,365.71
669.92,1449.8,780.42,1682.5,148.46,160.21,1545.8,1.7317,159.13,393.2,1715.3,161.85,-0.75477,220.63,642.27,1452.3,162.76,0.0080387,73.659,786.38,1665.7,180.8,-0.20906,857.89,449.73,1818.4,164.09,-0.061626,297.82
681.49,1433.9,857.41,1651.6,155.39,196.83,1489.6,1.7365,159.55,427.46,1777.2,161.3,-0.86735,251.4,625.45,1394,162.47,1.185,98.88,854.23,1621,192.92,-1.2142,893.21,502.12,1843.4,165.87,-0.43811,332.92
713.72,1440.7,781.41,1623.7,146.82,171.66,1572.9,1.6496,161.95,404.99,1715.3,163.04,-0.83817,250.65,655.88,1466.3,165.48,1.4844,80.639,777.44,1636.9,168.63,-0.23816,864.12,466.68,1857.6,161.98,-1.1947,358.59
683.24,1457.6,791.32,1680.6,164.19,183.01,1338.7,1.6532,159.47,406.75,1770,164.18,-0.82931,232.2,628.03,1459.7,155.54,1.3713,100.08,810.8,1688.1,191.13,-0.24558,874.64,500.98,1816,154.68,-1.1639,309.44
694.93,1474.8,785.61,1681.9,165.36,196.97,1369.9,1.6178,160.7,408.41,1632.1,166.83,-0.65663,240.32,636.75,1448.5,155.76,1.2291,88.39,767.92,1687.9,197.31,-0.34055,893.05,492.96,1852.5,154.57,-0.19885,357.12
690.55,1496.8,722.49,1706.4,156.63,196.9,1317.4,1.3704,163.53,402.7,1737,171.49,-0.68385,277.68,605.79,1439,171.49,1.2696,134.07,745.04,1718.9,202.63,-0.58995,926.49,473.75,1787.1,162.83,-0.32902,389.55
679.65,1433.5,770.98,1645,165.8,185.42,1352.7,1.4575,161.58,415.96,1726.6,177.5,-0.83495,251.65,626.85,1461.3,170.12,-0.082484,106.23,784.28,1645.9,185.94,-1.3427,943.5,471.06,1896.4,162.91,-1.502,379.12
695.44,1518.3,744.94,1702,153.71,171.18,1316.3,1.2775,159.63,469.73,1808.6,162.86,-1.0649,320.11,623.57,1502.5,165.03,1.0512,154.18,751.98,1727.8,182.42,-0.38907,1018.8,504.07,1827,155.48,-0.97462,379.92
698.51,1529.7,788.83,1710.7,148.03,165.07,1291.8,1.3192,160.56,460.05,1698,164.14,-0.53002,230.36,663.6,1506.9,166.8,1.2598,80.655,806.29,1711.9,155.36,-0.10699,881.24,523.02,1793,155.45,-0.32193,313.24
722.9,1545.4,804.76,1737.2,145.77,147.65,1308.7,1.3878,158.29,458.16,1780.9,164.94,-1.1134,259.04,641.29,1490.4,152.52,0.43384,123.37,833.7,1731.7,148.51,-0.3355,960.4,506.43,1791.6,162.9,-0.51068,347.25
693.47,1575.9,792.45,1716.6,156.19,162.18,1226.5,1.2856,159.96,456.35,1780.1,162.85,-0.77064,259.87,591.54,1520.8,156.28,1.1538,140.37,777.97,1711.6,164.58,-0.27827,948.36,471.04,1818.5,163.22,-0.24787,405.78
700.82,1561.7,748.44,1717.4,148.89,189.02,1256.6,1.4355,160.45,477.46,1722.9,163.49,-0.87709,243.67,631.45,1525.4,157.32,1.5287,87.324,784.48,1688.3,179.18,-1.1265,920.39,494.72,1851.3,156.5,-1.1491,337.25
731.75,1517.8,849.98,1696.7,154.73,195.84,1268.6,1.288,158.55,499,1702.9,165.17,-1.012,259.61,683.94,1553.2,162.39,1.332,125.5,831.09,1709.2,193.84,-0.18224,1030.3,533.68,1818,164.8,-1.2618,352.81
735.78,1547.5,759.52,1741,157.62,162.17,1335.7,1.2755,158.81,480.06,1740.1,171.31,-0.77976,252.37,677.06,1498.2,163.63,1.6004,107.27,779.29,1728.7,166.1,-0.21856,946.98,489.13,1814.6,163.07,-0.3498,393.14
730.54,1579.8,794.7,1745.5,154.72,187.12,1044,1.2056,159.67,504.72,1716.9,163.61,-1.152,270.12,634.63,1533,171.24,0.66278,147.55,812.69,1726.5,181.73,-0.40979,883,551.02,1772.2,158.14,-0.28452,386.5
611.99,1253.3,656.19,1416.7,157.44,176.95,1122.4,1.3324,159.81,396.11,1407.8,161.25,-0.66648,265.12,531.8,1175.1,162.68,0.35746,126.18,664.97,1407.4,165.66,-1.0736,806.82,394.23,1460.8,155.32,-0.17372,360.42
625.98,1275.4,680.06,1530.6,163.19,164.53,1208.2,1.4402,155.72,427.83,1510.8,159.95,-0.8559,239.06,583.26,1204.8,165.1,0.43176,109.75,677.96,1495.1,146.71,-0.36128,775.83,608.89,1562.5,154.89,-1.2348,639.45
635.31,1313.2,754.77,1481.4,153.56,196.11,1221.2,1.61,158.66,413.48,1548.3,155.95,-0.71229,210.54,588.77,1293.2,156.66,1.1243,76.453,736.28,1475.8,197.91,-0.16791,766.24,447.24,1644.3,164.95,-0.39607,278.38
629.82,1318.9,689.74,1580.9,147.67,168.31,1102.7,1.4489,156.21,405.14,1599.5,162.57,-0.54827,214.22,602.63,1285.1,149.93,1.3519,80.509,670.51,1509.4,162.05,-0.22519,763.69,444.12,1657.6,155.82,-0.1031,268.32
612.01,1368,699.52,1567.2,163.38,148.43,1193.6,1.6147,155.45,382.05,1579.5,156.01,-0.59526,203.81,579.06,1352.5,163.44,0.99965,79.464,695.97,1550.4,147.52,-0.19909,726.43,619,1652,171.33,-0.73777,599.97
631.56,1326.3,749.49,1542.5,141.01,170.24,1204.9,1.6957,155.86,401.89,1586.7,171.1,-0.78778,189.03,598.73,1355.3,155.92,1.3574,74.122,738.39,1522.8,176.6,-0.39117,690.97,441.25,1664.9,162.52,-0.23575,324.72
615.61,1360.7,749.89,1564.1,153.5,160.73,1377,1.7069,158.53,351.33,1633.6,152.59,-0.81356,215.56,559.94,1338.1,163.94,1.5242,87.937,748.99,1565.5,153.27,-0.26597,827.8,440.82,1746,163.82,-0.23408,286.21
649.29,1446.5,764.26,1638.6,160.46,161.85,1445.6,1.6228,159.09,385.37,1728.8,154.49,-0.7285,265.5,612.57,1424,158.03,1.5049,121.93,778.88,1610.9,155.06,-0.34261,891.37,430.54,1722.3,155.88,-0.46126,352.73
668.21,1435,824.76,1618,164.26,184.76,1619.7,1.8397,160.96,343.16,1717.7,164.24,-0.86927,224.47,591.23,1393.3,160.15,1.5943,85.088,846.45,1611.2,181.67,-0.24222,809.1,395.74,1790.5,169.91,-0.26552,309.19
691.62,1448.5,801.86,1649.3,162.22,167.08,1523.4,1.723,160.2,388.19,1727.4,171.55,-0.68375,257.68,632.19,1482.6,153.15,1.2248,109.53,768.29,1678.6,164.7,-0.26817,856.5,442.67,1778,162.11,-0.21913,344.05
678.26,1462,790.94,1641.5,147.19,171.02,1509.2,1.6853,158.36,382.78,1689.7,161.16,-0.71565,220.16,634.92,1437.6,165.27,0.13255,89.137,799.09,1669.8,170.11,-0.17451,838.43,478.23,1803.5,161.24,-0.23101,364.03
691.35,1454.5,862.19,1644.5,156.41,192.05,1503.8,1.7245,159.38,435.42,1703.6,162.81,-0.87565,252.57,643.24,1429,166.15,1.201,105.32,850.29,1621.3,205.87,-1.1638,884.08,485.28,1863.6,164.52,-0.19257,348.35
729.13,1427.5,778.7,1640.9,148.03,174.82,1541.7,1.7353,160.94,387.26,1728.5,163.29,-0.75963,233.82,636.48,1424.7,163.21,1.4694,79.017,773.24,1622.7,165.65,-0.10654,928.2,438.41,1825.5,162.32,-1.314,322.06
679.04,1472.4,773.07,1691.4,163.77,185.14,1360.7,1.646,159.65,397.2,1713.2,163.61,-0.8309,241.04,620.21,1467.9,157.4,1.5156,97.005,796.22,1678.4,185.99,-0.25604,879.28,479.48,1881.6,155.55,-1.2728,311.58
686.83,1508.8,776.25,1677.3,165.45,207.76,1562.7,1.5544,160.33,415.08,1680.6,161.14,-0.79611,243.23,610.04,1455.1,158.54,1.5026,78.929,777.43,1690,202.17,-0.25408,882.53,488.05,1783.1,156.1,-0.12766,368.99
709.5,1505,742.73,1707.6,157.26,199.57,1339.1,1.4129,163.51,409.75,1709.7,171.86,-0.74442,276.66,620.32,1478.5,171.27,1.1589,114.6,726.6,1712.9,196.32,-0.31164,965.94,448.63,1841.9,163.61,-0.3134,369.95
667.94,1444.9,786.82,1659.3,163.51,184.2,1365,1.4632,160.79,428.11,1724.3,181.15,-0.82599,254.44,629.57,1459.9,170.36,-0.12378,101.13,800.06,1663.8,190.96,-1.183,946.62,450.83,1793.6,162.75,-1.2886,357.83
698.95,1550.5,764.05,1762.2,155.12,176.57,1274.8,1.2875,159.2,461.66,1770.8,161.26,-1.0716,308.75,619.84,1518.1,162.83,0.82013,136.63,740.97,1710.9,182.07,-0.34121,992.36,505.8,1815.4,155.74,-1.2273,406.87
700.6,1507.5,802.1,1670.2,146.03,164.88,1286.4,1.429,159.75,452.28,1730.8,164.12,-0.56893,232.71,673.1,1451.2,163.14,1.235,80.585,793.2,1671.9,169.88,-0.26629,873.35,504.2,1810.7,155.64,-0.39894,319.7
692.44,1513,817.95,1747.1,148.52,153.05,1357,1.3245,158.27,449.79,1781.7,165.39,-1.1445,273.54,640.49,1503.6,157.12,0.16669,129.68,804.95,1709.4,150.84,-0.36511,929.16,494.84,1855.5,165.08,-0.4965,403.02
676.21,1558.2,804.57,1680.6,159.82,164.91,1297.1,1.3115,160.23,448.1,1761.7,164.03,-0.75771,272.38,586.69,1523.5,155.76,1.1958,131.3,777.48,1696.8,148.83,-0.32177,962.61,487.79,1825.1,162.15,-0.22823,368.18
699.18,1508.8,784.3,1684.4,149.73,189.49,1282.7,1.4155,159.91,482.07,1760.6,164.33,-0.88829,240.3,636.6,1486.8,158.85,1.3831,106.2,785.66,1701.8,182.5,-1.0159,916.26,483.87,1787.7,155.76,-1.1301,335.03
728.15,1533.5,855.65,1650.8,156.37,199.35,1223.9,1.3063,159.04,476.36,1703.4,162.83,-0.98924,253.87,668.17,1538.6,163.02,1.3526,127.22,824.41,1655.5,195.79,-0.074017,1007,538.93,1798.5,164.75,-1.2119,390.14
716.61,1493.9,752.27,1755.4,153.69,163,1255.4,1.3956,159.33,476.79,1749.4,170.74,-0.82416,248.13,685.6,1490.2,162.5,1.4591,103.69,767.61,1725.9,160.13,-0.21211,956.85,542.29,1808.1,163.99,-0.10513,379.1
724.79,1559.7,791.37,1743.7,153.48,190.67,1096.8,1.2687,159.69,502.79,1714.1,161.89,-1.186,271.26,649.23,1529.4,171.76,0.54877,151.17,783.05,1754.6,188.17,-0.3563,860.74,581.45,1779.3,154.73,-0.29573,361.71
