331.0,1813.0,808.0,1793.0,179.0,202.5,509.0117,1776.0,179.0,484.20447,0.90845114,164.35715,-0.28023002,0.0,-0.28023002,164,369
320.0,1811.0,789.0,1782.0,179.0,163.5,498.36945,1758.2572,163.5,479.8237,0.94639784,161.13333,-0.43963844,-0.2977354,-0.7643314,155,352
324.0,1812.0,766.0,1800.0,171.5,171.5,468.46313,1768.0413,163.5,455.71826,0.84236276,158.93549,-0.5670415,-0.7853982,-0.5049913,149,392
344.0,1790.0,812.0,1799.0,163.5,194.5,523.653,1762.0748,163.5,474.04486,0.8910618,160.83333,-0.32718852,0.0,-0.7676916,214,318
517.0,1496.0,566.0,1845.0,171.5,171.5,556.99133,1659.8958,171.5,360.35333,0.67608505,166.36,1.2912227,-1.3651869,1.2912227,174,359
336.0,1748.0,783.0,1748.0,179.0,194.5,526.06134,1705.8528,171.5,457.42865,0.8227134,166.84848,-0.51453274,0.0,-0.34875125,174,382
545.0,1515.0,570.0,1830.0,171.5,202.5,584.3421,1637.2496,171.5,329.1821,0.5985129,166.72,0.9827922,0.0,1.0392076,144,406
348.0,1779.0,777.0,1756.0,163.5,186.5,534.79663,1726.33,155.5,442.05127,0.7936289,165.83871,-0.5022552,0.0,-0.7649611,175,382
558.0,1513.0,582.0,1855.0,163.5,210.0,595.23566,1668.5352,171.5,350.2244,0.71767294,168.58696,1.0823138,NaN,1.183372,148,340
339.0,1782.0,792.0,1755.0,155.5,186.5,527.8099,1737.4191,163.5,461.22134,0.8801934,166.77586,-0.45614365,0.0,-0.39659435,168,356
331.0,1802.0,781.0,1783.0,171.5,179.0,516.40186,1755.5089,163.5,459.4047,0.7773345,159.26666,-0.4452696,0.0,-0.76687795,159,432
557.0,1538.0,572.0,1860.0944,179.0,163.5,589.0,1665.1206,171.5,329.30054,0.7467132,162.3421,1.100522,NaN,-0.7532021,136,305
569.0,1490.0,606.0,1815.0,179.0,163.5,588.0444,1538.1776,179.0,329.43607,0.6964822,162.11905,1.3181589,NaN,-0.7749516,92,381
552.0,1528.0,589.0,1828.0,179.0,179.0,584.7512,1615.883,171.5,307.51193,0.6301474,165.5,0.9684919,NaN,-0.76839036,134,354
326.0,1827.0,733.0,1804.0,171.5,186.5,508.26056,1769.1826,163.5,422.34274,0.7923879,162.7,-0.48475575,NaN,-0.43697488,155,378
328.0,1827.0,769.0,1807.0,171.5,171.5,502.47565,1763.4597,163.5,462.15408,0.81652665,155.63792,-0.4747069,0.0,-0.7638627,148,418
340.0,1816.0,809.0,1801.0,171.5,155.5,535.5442,1763.0326,163.5,483.30615,0.7845879,159.10294,-0.5899579,-0.3216875,-0.7692214,189,427
566.0,1534.0,612.02423,1857.9757,163.5,202.5,601.8729,1651.5469,171.5,334.99503,0.6296899,165.5625,1.1511089,NaN,1.1511089,135,397
553.0,1533.0,607.0,1851.0,179.0,179.0,593.74426,1653.977,171.5,331.00507,0.6233617,167.64,1.0615237,-1.5707964,1.1132915,145,386
566.0,1501.0,609.12976,1850.7405,171.0,202.5,598.57635,1618.3988,171.5,362.5356,0.70395267,167.92592,0.9529242,NaN,-0.7678536,147,368
345.0,1792.0,782.0,1771.0,171.5,171.5,547.0593,1742.0,163.5,449.06174,0.791996,160.41667,-0.44254994,0.46367073,-0.75552785,190,377
596.0,1495.0,616.0,1853.0,179.0,179.0,623.2883,1661.037,163.5,365.99042,0.710661,161.79546,1.2954051,-1.121241,1.292497,151,364
340.0,1785.0,818.0,1776.0,163.5,155.5,567.9487,1739.7025,171.5,489.5768,0.85292125,156.80357,-0.3544054,0.0,-0.29834148,193,381
341.0,1801.0,809.0,1782.0,171.5,171.5,532.6879,1737.184,163.5,487.71457,0.8021621,159.89394,-0.49945855,0.0,-0.76588416,164,444
349.0,1770.0,811.0,1766.0,155.5,179.0,559.7871,1709.9188,171.5,483.52133,0.7543234,162.66176,-0.40535372,0.41448078,-0.75207657,158,483
565.0,1492.0,611.0,1828.0,179.0,194.5,601.62915,1615.1458,163.5,343.2745,0.6241355,164.54839,1.028597,NaN,1.0970398,142,408
347.0,1761.0,782.0,1738.0,179.0,186.5,547.17236,1704.5468,163.5,447.73035,0.747463,165.71875,-0.41296846,0.0,-0.76296747,210,389
