195.0,1575.0,840.0,1584.0,171.5,148.0,427.36118,1553.2732,210.0,652.78705,0.4378183,204.32912,0.0,NaN,-0.7452813,332,1159
197.0,1496.0,677.0,1491.0,179.0,187.0,616.7179,1486.0,179.0,486.2783,0.52231824,186.28409,NaN,0.14778166,-0.77486944,811,120
224.0,1495.0,798.0,1471.0,187.0,194.5,344.20932,1453.9791,194.5,585.109,0.6277994,175.43518,-0.464788,NaN,-0.4332013,182,750
618.0,698.0,541.41675,1513.4167,233.0,179.0,506.0,1295.2725,202.5,842.2429,0.7186373,201.52142,-0.8401366,NaN,-0.36319178,720,452
541.0,1044.0,504.0,1556.9523,171.5,171.5,539.0,1326.6096,194.5,521.03534,0.9507944,205.23438,-1.3341852,NaN,-1.4559306,175,373
293.0,1325.0,694.0,1310.0,194.5,171.5,484.81186,1269.6534,194.5,414.76614,0.8622997,187.31482,-0.3947911,0.77125865,-0.3735851,208,273
554.0,999.0,481.4923,1518.4923,233.0,233.5,467.64194,1225.729,210.0,540.39355,0.98253375,208.25926,-1.1693715,NaN,-0.7497019,114,436
358.0,1357.0,771.0,1339.0,187.0,202.5,489.16144,1313.7463,194.5,425.3875,1.1165026,167.84091,-0.31854394,-0.25225285,-0.4126518,81,300
619.0,1042.0,573.0,1507.0,217.5,194.5,569.46423,1283.3575,179.0,473.0362,1.0350901,181.0577,-1.35203,-1.3734008,-0.6941395,102,355
332.0,1338.0,746.0,1335.0,194.5,186.5,502.12677,1289.5269,163.5,428.72668,1.2609608,164.325,-0.27756855,-0.45400083,-0.40483606,78,262
285.0,1311.0,759.0,1278.0,179.0,194.5,510.0,1282.0,303.5,507.3099,0.96814865,259.24194,0.0,0.6435089,-0.10075063,206,318
605.0,1035.0,555.0,1511.7065,218.0,171.5,509.58395,1232.0164,202.0,513.01373,1.0985305,186.77777,-0.74200773,NaN,-0.81285256,125,342
595.0,913.0,609.0,1443.0,225.5,225.5,556.747,1138.6493,179.0,543.1149,1.2096101,173.08,-1.4650179,NaN,-0.8420713,77,372
630.0,911.0,513.0,1506.0,233.0,217.5,513.14246,1182.2412,194.5,626.8521,1.2766845,198.92308,-1.0499637,0.0,-1.0499637,105,386
382.0,1314.0,716.0,1306.0,217.5,148.0,530.4924,1282.0,179.0,344.6864,0.7960425,168.475,-0.28307477,NaN,-0.73935205,97,336
259.0,1260.0,700.0,1219.0,202.5,179.0,438.83264,1225.1095,171.5,455.55582,0.819345,185.51515,-0.1651474,-0.5880026,-0.18671629,139,417
338.0,1278.0,796.0,1264.0,194.5,202.5,525.8918,1233.0615,155.5,471.23978,1.3126457,163.1842,-0.23476204,-0.7855189,-0.2967015,93,266
567.0,873.0,517.0,1380.0,194.5,217.5,520.68506,1123.9844,187.0,514.1572,1.2126349,184.77083,-1.2951721,1.5707964,-1.3534908,151,273
569.0,886.0,555.0,1340.0,202.5,194.5,540.0,1174.1022,179.0,458.53342,1.0033554,173.72,-1.3899057,-1.5393285,-1.4309491,153,304
595.0,896.0,534.0,1399.0,186.5,194.5,523.4304,1171.5441,194.5,514.4927,0.9689128,186.01724,-1.2439626,NaN,-0.7298091,161,370
377.0,1294.0,739.57416,1272.0,171.5,186.5,524.02997,1252.54,171.5,372.36285,0.8994272,165.02272,-0.27484667,NaN,-0.33550155,106,308
572.0,881.0,554.0,1403.0,171.5,210.0,538.7453,1149.1837,171.5,526.1043,1.5428278,175.1,-1.4211241,-1.0893797,-1.4211241,110,231
346.0,1245.0,771.0,1217.0,186.5,194.5,479.37393,1200.3467,179.0,440.19528,0.71344453,165.98485,-0.32306814,-0.26628447,-0.40531895,89,528
314.0,1227.0,723.0,1177.0,202.5,179.0,468.39417,1184.2294,186.5,417.84387,0.77092963,177.09375,-0.49039957,0.0,-0.43045956,141,401
346.0,1214.0,725.0,1207.0,194.5,186.5,656.3845,1225.0,171.5,387.37,0.77474,166.03847,-0.21966764,0.0,-0.6431304,259,241
589.0,829.0,539.7885,1291.0,186.5,194.5,545.50287,1010.41724,179.0,469.229,0.8562573,173.81482,-1.2461953,NaN,-1.2461953,136,412
545.0,874.0,494.0,1343.0,194.5,202.5,482.06906,1177.1713,194.5,478.61896,0.82095873,184.11765,-1.3660144,1.5707964,-1.3608999,190,393
637.0,828.0,611.0,1297.0,171.5,210.0,606.6831,1014.8031,163.5,474.72183,1.143908,170.14,-1.304717,-0.9828608,-1.304717,108,307
352.0,1260.0,788.0,1210.0,186.5,194.5,479.51758,1205.0941,171.5,453.15353,1.0662436,164.8,-0.6436396,-0.24496351,-0.6436396,112,313
422.0,1165.0,836.0,1147.0,187.0,163.5,754.78516,1170.0306,148.0,422.4031,0.97327906,157.84616,-0.13477328,-0.78525907,-0.057060998,242,192
353.0,1125.0,818.0,1069.0,179.0,187.0,479.74396,1087.0553,179.0,475.13824,1.0749733,162.07692,-0.29088858,-0.46362695,-0.3765569,80,362
341.0,1140.0,791.0,1136.0,194.5,179.0,467.0975,1107.9354,171.5,458.20966,1.3091705,160.57143,-0.305019,-0.4636476,-0.74079204,92,258
333.0,1125.0,819.1987,1085.0,202.5,179.0,504.21582,1073.4689,179.0,498.72235,1.0325514,165.2963,-0.41903967,NaN,-0.41903967,114,369
566.0,852.0,544.0,1293.0,210.0,202.0,535.0,1171.4154,179.0,443.87378,1.1381379,170.86957,-1.4089185,1.5707964,-0.5864597,187,203
392.0,1145.0,813.0,1108.0,187.0,179.0,503.74854,1120.2877,163.5,426.24582,0.9327042,160.78847,-0.23357481,-0.4652028,-0.7430182,119,338
570.0,876.0,533.0,1289.0,171.5,225.5,532.0,1189.6766,179.0,416.38593,1.0205537,177.33333,-1.3408161,1.5707964,-1.4636285,211,197
587.0,844.0,574.0,1250.0,217.5,202.0,561.9285,1067.2153,171.5,408.26175,1.0659575,164.56522,-1.4608785,NaN,-1.4608785,110,273
411.0,1128.0,874.0,1102.0,187.0,179.0,532.8542,1098.2859,179.0,469.62854,1.4494708,153.94737,-0.23918186,-0.58798486,-0.30267897,79,245
361.0,1067.0,805.0,1044.0,186.5,171.5,540.79004,1026.7104,163.5,451.06726,1.1304944,157.34782,-0.30763862,-0.039573237,-0.30763862,118,281
573.0,767.0,558.0,1216.0,171.5,194.5,560.59283,834.69995,187.0,452.23663,0.95610285,170.1,-1.2852006,NaN,-0.77302295,93,380
389.0,1076.0,774.0,1071.0,194.5,186.5,486.23764,1061.1062,179.0,386.4625,1.1675605,159.8158,-0.10844743,0.0,-0.70938534,72,259
543.0,824.0,513.0,1244.0,194.5,194.5,529.5889,903.4546,179.0,422.5492,0.9781231,173.59091,-1.4035833,-0.7389986,-1.3218335,119,313
386.0,1095.0,762.0,1056.0,194.5,210.0,451.57098,1076.0757,179.0,381.8241,0.93584335,163.8,-0.4233045,-0.19740243,-0.7689375,82,326
573.0,791.0,544.0,1202.0,210.0,194.5,537.7349,1108.1813,179.0,414.12964,1.0618708,167.72728,-1.4228202,1.5707964,-1.4565575,194,196
322.0,1106.0,780.0,1081.0,179.0,194.5,469.2993,1064.0,179.0,471.7978,1.0722677,161.5,-0.35562614,0.0,-0.73107195,96,344
348.0,1079.0,780.0,1023.0,179.0,202.5,543.77496,1027.0265,163.5,440.50797,1.061465,161.36363,-0.32213315,-0.32175055,-0.32213315,131,284
584.0,773.0,572.0,1182.0,210.0,210.0,557.0,997.70337,163.5,413.59866,0.93786544,170.98148,-1.3356298,NaN,-1.3900613,134,307
355.0,1079.0,799.0,1051.0,179.0,186.5,704.6063,1079.0,171.5,452.50247,0.89427364,153.1,-0.06511902,0.4636476,-0.032636378,200,306
620.0,697.0,575.0,1167.0,179.0,194.5,563.3208,1021.16956,163.5,477.99634,1.0105631,167.16072,-1.3879646,1.5225263,-0.47381374,184,289
572.0,763.0,561.0,1212.0,171.5,194.5,529.23425,1003.4866,171.0,458.85617,0.966013,172.98148,-1.453632,-0.7853982,-1.3976734,198,277
