80.5,140,194.5
81.25,254.33,191.92
81.5,218.25,190.13
79.9,237.67,192.93
81.04,236.5,191.23
82.07,217,191.98
84.13,202.04,190.61
83.64,195.48,191.69
86.93,189.87,191.39
86.65,206.94,191.1
87.6,206.72,191.22
88.63,209.69,190.49
87.9,210.42,191.14
88.2,204.27,190.63
89.07,201.55,190.85
89.14,198.63,190.63
88.7,200.44,190.94
88.61,197.1,191.8
89.01,194.05,192.2
89.41,193.76,192.48
89.91,190.32,192.31
89.93,188.21,192.73
90.37,186.84,192.73
90.49,185.9,192.5
90.68,186.9,191.93
80.395,146.05,194.46
81.064,248.85,191.72
82.773,228.51,190.15
80.93,234.18,192.83
80.709,235.34,191.4
82.727,222.74,191.77
83.615,194.88,190.64
83.004,197.93,191.76
86.821,193.75,191.42
86.834,209.78,191.17
87.098,202.89,191.12
87.352,212.09,190.13
88.611,205.26,191.22
87.804,205.85,190.4
89.09,198.64,191.12
89.659,199.63,190.56
88.774,196.14,191.15
88.63,199.28,192.22
89.327,191.46,192.12
89.897,189.27,192.33
89.398,178.69,192.58
90.243,190.69,192.81
90.909,196.01,192.74
90.803,182.97,192.53
89.328,194.49,191.75
81.432,140.51,194.58
80.842,242.32,192
82.486,217.63,190.1
79.468,243.25,193.1
82.333,238.8,191.29
82.334,224.44,191.99
81.376,201.96,190.35
83.478,192.64,191.7
88.049,180.2,191.61
86.367,220.83,191
87.022,208.25,191.32
89.028,215.31,190.64
89.2,213.24,191.95
88.859,202.23,190.46
89.171,199.86,190.8
89.597,185.32,190.53
89.16,195.13,190.57
88.45,194.86,191.84
89.363,190.56,192.28
89.399,197.6,192.39
90.533,192.73,192.3
90.481,185.54,192.71
89.103,180.59,192.66
90.004,190.02,192.29
89.588,186.48,191.76
79.686,145.46,194.42
81.87,247.7,191.46
81.477,211.13,190.51
80.191,234.5,192.77
80.418,237.01,191.4
80.147,222.91,192.14
84.174,205,190.45
84.196,195.05,191.32
87.945,185.42,191.02
85.033,207.26,191.3
87.864,209.56,191.19
88.771,205.88,190.75
87.941,211.63,191.03
88.102,205.69,189.92
90.796,208.54,190.59
88.112,206.83,190.82
88.879,190.62,190.99
89.002,202.87,192.25
87.255,190.63,192.28
89.8,186.84,192.05
91.204,187.12,192.91
89.675,185.69,192.99
90.111,188.49,192.38
89.197,184.76,192.55
90.949,179.77,191.92
